https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume XMR,Volume USDT,tradecount
1657497600000,2022-07-11 00:00:00,XMR/USDT,129.44,133.00,125.57,126.86,1697275.694,220244441.33754,487768
1657411200000,2022-07-10 00:00:00,XMR/USDT,127.02,129.50,120.47,129.45,314620.945,39262913.22207,146948
1657324800000,2022-07-09 00:00:00,XMR/USDT,125.29,129.24,124.70,127.01,253904.147,32163836.85464,132965
1657238400000,2022-07-08 00:00:00,XMR/USDT,130.30,133.80,125.08,125.28,332738.360,43180052.88106,161888
1657152000000,2022-07-07 00:00:00,XMR/USDT,125.46,131.50,125.09,130.26,335480.373,43181743.92847,144783
1657065600000,2022-07-06 00:00:00,XMR/USDT,122.41,126.78,120.86,125.44,322795.744,40176226.90114,160105
1656979200000,2022-07-05 00:00:00,XMR/USDT,123.87,125.30,118.57,122.40,337201.648,41244645.92854,156480
1656892800000,2022-07-04 00:00:00,XMR/USDT,116.45,124.50,114.85,123.89,395125.096,47441273.88826,158619
1656806400000,2022-07-03 00:00:00,XMR/USDT,116.00,117.99,113.82,116.46,243854.861,28253238.34525,119939
1656720000000,2022-07-02 00:00:00,XMR/USDT,115.28,119.13,113.20,116.00,511514.078,59802042.84758,191001
1656633600000,2022-07-01 00:00:00,XMR/USDT,112.93,117.51,110.62,115.23,379588.636,43059563.36068,172462
1656547200000,2022-06-30 00:00:00,XMR/USDT,118.90,119.63,107.86,112.95,440268.066,49332890.83418,192750
1656460800000,2022-06-29 00:00:00,XMR/USDT,117.48,124.96,116.52,118.86,502725.562,60370051.69705,213103
1656374400000,2022-06-28 00:00:00,XMR/USDT,120.38,123.09,115.79,117.47,361604.967,43130545.07791,153530
1656288000000,2022-06-27 00:00:00,XMR/USDT,125.20,130.61,119.43,120.39,403044.813,50431331.82671,164073
1656201600000,2022-06-26 00:00:00,XMR/USDT,127.25,134.15,124.31,125.15,393785.127,51081502.25718,171665
1656115200000,2022-06-25 00:00:00,XMR/USDT,126.48,128.20,120.87,127.29,248483.632,30952449.38264,138628
1656028800000,2022-06-24 00:00:00,XMR/USDT,122.56,128.80,122.45,126.50,344612.323,43279860.51161,171849
1655942400000,2022-06-23 00:00:00,XMR/USDT,111.04,122.93,110.52,122.59,335374.253,39505354.28242,157697
1655856000000,2022-06-22 00:00:00,XMR/USDT,118.82,118.88,110.80,111.07,339344.427,38935047.17851,171651
1655769600000,2022-06-21 00:00:00,XMR/USDT,117.18,125.19,115.53,118.79,433845.197,52431186.22816,205101
1655683200000,2022-06-20 00:00:00,XMR/USDT,114.36,117.95,108.25,117.21,443833.193,50527366.11527,194509
1655596800000,2022-06-19 00:00:00,XMR/USDT,104.15,115.13,99.84,114.37,540728.159,58319313.97625,238079
1655510400000,2022-06-18 00:00:00,XMR/USDT,114.28,115.60,96.37,104.15,726932.000,76218075.91652,290053
1655424000000,2022-06-17 00:00:00,XMR/USDT,106.57,116.34,105.71,114.28,821789.724,92856788.88345,296600
1655337600000,2022-06-16 00:00:00,XMR/USDT,118.47,120.99,104.02,106.55,768384.004,84285049.34283,324526
1655251200000,2022-06-15 00:00:00,XMR/USDT,118.24,119.40,103.71,118.45,1266945.006,142019471.33807,514592
1655164800000,2022-06-14 00:00:00,XMR/USDT,132.57,134.16,115.75,118.24,1093494.901,134496909.37174,496609
1655078400000,2022-06-13 00:00:00,XMR/USDT,157.63,160.64,128.00,132.56,784069.573,111525527.04711,472334
1654992000000,2022-06-12 00:00:00,XMR/USDT,166.16,166.90,152.02,157.61,375619.786,60144999.43804,260366
1654905600000,2022-06-11 00:00:00,XMR/USDT,173.91,178.35,160.25,166.11,319709.632,54177091.99299,212311
1654819200000,2022-06-10 00:00:00,XMR/USDT,185.41,186.34,171.13,173.93,331361.323,59114474.76628,193023
1654732800000,2022-06-09 00:00:00,XMR/USDT,186.19,189.61,182.00,185.41,196123.215,36456830.74060,131607
1654646400000,2022-06-08 00:00:00,XMR/USDT,187.09,189.41,181.75,186.16,229468.673,42517633.26378,150063
1654560000000,2022-06-07 00:00:00,XMR/USDT,189.03,195.27,179.40,187.11,424221.697,79098172.69053,251051
1654473600000,2022-06-06 00:00:00,XMR/USDT,187.59,195.53,187.24,189.02,334701.405,64125442.80604,212813
1654387200000,2022-06-05 00:00:00,XMR/USDT,188.92,191.79,184.80,187.62,312847.731,58967628.33970,186404
1654300800000,2022-06-04 00:00:00,XMR/USDT,193.52,195.64,188.12,188.93,284323.442,54735303.13582,195665
1654214400000,2022-06-03 00:00:00,XMR/USDT,201.00,202.76,187.01,193.58,466665.875,90753097.06299,277264
1654128000000,2022-06-02 00:00:00,XMR/USDT,198.56,204.22,191.71,201.07,721668.354,143140028.53443,405713
1654041600000,2022-06-01 00:00:00,XMR/USDT,198.48,203.70,192.78,198.51,621853.454,122709818.82864,383163
1653955200000,2022-05-31 00:00:00,XMR/USDT,203.78,208.39,191.42,198.48,460309.221,91678267.51372,315781
1653868800000,2022-05-30 00:00:00,XMR/USDT,185.86,209.41,182.52,203.80,464872.237,91182194.99297,301878
1653782400000,2022-05-29 00:00:00,XMR/USDT,175.77,188.20,167.28,185.84,418979.049,74327977.78633,245065
1653696000000,2022-05-28 00:00:00,XMR/USDT,180.79,184.32,173.83,175.76,366540.932,65427511.76246,215495
1653609600000,2022-05-27 00:00:00,XMR/USDT,189.07,190.65,175.75,180.80,660475.206,121537085.68962,368759
1653523200000,2022-05-26 00:00:00,XMR/USDT,203.87,207.35,184.13,189.17,950756.517,185043200.16992,476734
1653436800000,2022-05-25 00:00:00,XMR/USDT,192.75,205.50,191.04,203.86,855158.502,171043763.86914,449032
1653350400000,2022-05-24 00:00:00,XMR/USDT,185.11,196.50,183.30,192.76,637079.418,121702962.62271,311274
1653264000000,2022-05-23 00:00:00,XMR/USDT,186.78,199.98,181.23,185.10,728967.447,139479728.09946,372003
1653177600000,2022-05-22 00:00:00,XMR/USDT,175.65,188.43,172.25,186.79,385395.337,69207344.06405,208343
1653091200000,2022-05-21 00:00:00,XMR/USDT,173.78,181.01,169.94,175.66,488561.990,85527166.35965,249606
1653004800000,2022-05-20 00:00:00,XMR/USDT,165.77,181.75,162.93,173.77,887523.809,153609428.84667,418932
1652918400000,2022-05-19 00:00:00,XMR/USDT,155.08,170.26,150.27,165.75,484107.813,78285604.63812,256880
1652832000000,2022-05-18 00:00:00,XMR/USDT,172.53,175.88,154.09,155.02,407729.507,67537879.99340,228612
1652745600000,2022-05-17 00:00:00,XMR/USDT,162.42,177.57,161.73,172.56,433713.332,74407985.52499,237477
1652659200000,2022-05-16 00:00:00,XMR/USDT,171.97,175.89,159.77,162.38,571270.611,96020447.94917,314337
1652572800000,2022-05-15 00:00:00,XMR/USDT,153.24,173.00,150.51,172.00,533739.902,85832048.65051,277116
1652486400000,2022-05-14 00:00:00,XMR/USDT,143.76,155.17,135.35,153.24,352919.635,51163690.06395,197232
1652400000000,2022-05-13 00:00:00,XMR/USDT,137.50,155.42,134.86,143.74,516858.136,76284731.36638,273058
1652313600000,2022-05-12 00:00:00,XMR/USDT,140.59,156.38,117.92,137.50,1473488.154,197152655.78804,767798
1652227200000,2022-05-11 00:00:00,XMR/USDT,162.46,173.41,137.63,140.59,1730825.752,271538990.47392,947949
1652140800000,2022-05-10 00:00:00,XMR/USDT,173.10,189.57,150.00,162.46,1220102.108,210293331.34378,702274
1652054400000,2022-05-09 00:00:00,XMR/USDT,216.88,221.00,172.00,173.13,1225729.781,243432882.91989,734979
1651968000000,2022-05-08 00:00:00,XMR/USDT,204.64,222.15,199.38,216.86,803449.824,170113793.51155,453779
1651881600000,2022-05-07 00:00:00,XMR/USDT,218.78,223.46,198.60,204.61,730518.136,156116811.03034,410408
1651795200000,2022-05-06 00:00:00,XMR/USDT,206.38,218.84,200.00,218.78,621990.471,129419017.32307,351591
1651708800000,2022-05-05 00:00:00,XMR/USDT,225.07,229.63,197.09,206.41,648233.410,137770122.76371,411015
1651622400000,2022-05-04 00:00:00,XMR/USDT,206.91,225.63,205.72,225.01,565596.744,121309241.41555,371080
1651536000000,2022-05-03 00:00:00,XMR/USDT,199.22,215.86,198.35,206.90,1076179.922,223380679.95091,426204
1651449600000,2022-05-02 00:00:00,XMR/USDT,211.72,216.53,195.67,199.28,929299.057,191666467.11780,422678
1651363200000,2022-05-01 00:00:00,XMR/USDT,213.94,227.89,207.87,211.72,698227.635,151917840.24122,456034
1651276800000,2022-04-30 00:00:00,XMR/USDT,220.25,233.83,211.53,213.92,628175.292,141435250.38689,433974
1651190400000,2022-04-29 00:00:00,XMR/USDT,227.14,236.16,216.56,220.24,657380.518,149611952.88482,391492
1651104000000,2022-04-28 00:00:00,XMR/USDT,229.23,237.89,223.34,227.14,502796.368,115917920.05594,337387
1651017600000,2022-04-27 00:00:00,XMR/USDT,229.89,235.96,221.20,229.23,700642.900,159528215.05887,408207
1650931200000,2022-04-26 00:00:00,XMR/USDT,254.20,264.50,226.78,229.90,726455.580,180482729.46611,503989
1650844800000,2022-04-25 00:00:00,XMR/USDT,252.43,260.00,237.00,254.20,640345.483,158293876.96763,458385
1650758400000,2022-04-24 00:00:00,XMR/USDT,266.68,269.29,247.46,252.43,546245.833,140632761.52939,388375
1650672000000,2022-04-23 00:00:00,XMR/USDT,268.22,279.15,262.35,266.71,426847.627,115875269.21960,314443
1650585600000,2022-04-22 00:00:00,XMR/USDT,278.44,289.65,261.19,268.22,854665.230,234852728.48481,521267
1650499200000,2022-04-21 00:00:00,XMR/USDT,266.96,289.52,265.94,278.45,1033967.620,287730690.46364,647443
1650412800000,2022-04-20 00:00:00,XMR/USDT,253.74,271.84,250.77,266.97,770998.886,201290782.17792,469340
1650326400000,2022-04-19 00:00:00,XMR/USDT,266.26,268.96,250.02,253.74,556086.623,143268962.95998,385765
1650240000000,2022-04-18 00:00:00,XMR/USDT,241.28,272.57,233.06,266.26,1323507.346,331352738.74668,706129
1650153600000,2022-04-17 00:00:00,XMR/USDT,235.86,243.50,234.55,241.36,368950.231,87916238.09028,230565
1650067200000,2022-04-16 00:00:00,XMR/USDT,239.24,239.62,227.71,235.86,400341.437,93328365.18034,271025
1649980800000,2022-04-15 00:00:00,XMR/USDT,229.12,240.00,227.79,239.26,381049.068,89559862.71289,265546
1649894400000,2022-04-14 00:00:00,XMR/USDT,236.99,240.72,223.17,229.11,498045.204,115638980.69764,346108
1649808000000,2022-04-13 00:00:00,XMR/USDT,232.37,239.00,227.13,237.00,561736.465,130764968.18310,382622
1649721600000,2022-04-12 00:00:00,XMR/USDT,226.05,251.77,224.25,232.38,1648465.258,395367056.20649,998910
1649635200000,2022-04-11 00:00:00,XMR/USDT,235.65,243.94,214.62,226.04,1489675.377,335366429.81485,844738
1649548800000,2022-04-10 00:00:00,XMR/USDT,239.63,244.89,228.38,235.65,866616.255,205507186.53651,567433
1649462400000,2022-04-09 00:00:00,XMR/USDT,216.88,245.18,215.46,239.62,1171223.308,275884627.25291,682790
1649376000000,2022-04-08 00:00:00,XMR/USDT,225.80,227.36,214.68,216.89,283936.823,63301198.05944,237119
1649289600000,2022-04-07 00:00:00,XMR/USDT,212.73,228.06,212.13,225.85,435618.690,96031563.71801,335602
1649203200000,2022-04-06 00:00:00,XMR/USDT,222.04,224.96,210.56,212.77,359768.716,78322138.44294,293512
1649116800000,2022-04-05 00:00:00,XMR/USDT,221.82,228.56,217.41,222.04,311624.595,69973894.91779,251473
1649030400000,2022-04-04 00:00:00,XMR/USDT,217.13,224.05,211.17,221.81,220974.377,48132257.41811,194335
1648944000000,2022-04-03 00:00:00,XMR/USDT,212.46,218.82,209.01,217.13,107954.016,23093549.86577,124959
1648857600000,2022-04-02 00:00:00,XMR/USDT,218.11,222.79,211.52,212.48,154764.496,33857440.53110,161850
1648771200000,2022-04-01 00:00:00,XMR/USDT,212.65,221.92,208.46,218.14,206197.863,44624129.76304,173072
1648684800000,2022-03-31 00:00:00,XMR/USDT,221.25,223.30,210.81,212.62,200728.299,43479256.48695,168869
1648598400000,2022-03-30 00:00:00,XMR/USDT,221.83,223.19,215.37,221.25,176512.919,38839713.43223,155900
1648512000000,2022-03-29 00:00:00,XMR/USDT,214.71,225.68,214.16,221.85,230370.361,50962321.30367,189265
1648425600000,2022-03-28 00:00:00,XMR/USDT,215.41,221.58,212.20,214.70,244253.909,53265021.71785,189646
1648339200000,2022-03-27 00:00:00,XMR/USDT,206.72,216.01,205.04,215.45,258211.680,54356343.38224,188944
1648252800000,2022-03-26 00:00:00,XMR/USDT,199.49,209.70,199.13,206.72,253278.335,52150188.79646,184014
1648166400000,2022-03-25 00:00:00,XMR/USDT,203.69,204.80,198.41,199.49,195128.399,39351416.03686,150964
1648080000000,2022-03-24 00:00:00,XMR/USDT,196.88,204.40,193.66,203.69,223202.981,44715934.96246,160582
1647993600000,2022-03-23 00:00:00,XMR/USDT,193.62,197.35,190.56,196.88,142344.815,27615416.68115,107993
1647907200000,2022-03-22 00:00:00,XMR/USDT,191.26,198.15,189.28,193.63,221399.767,43215937.14066,155394
1647820800000,2022-03-21 00:00:00,XMR/USDT,194.63,195.47,187.82,191.28,290890.893,55864357.87271,190729
1647734400000,2022-03-20 00:00:00,XMR/USDT,197.25,204.90,193.71,194.62,321862.901,63970133.58829,242092
1647648000000,2022-03-19 00:00:00,XMR/USDT,195.14,201.94,190.68,197.23,311616.089,61219124.89993,213783
1647561600000,2022-03-18 00:00:00,XMR/USDT,187.71,196.66,185.63,195.14,332962.834,63536233.92470,213449
1647475200000,2022-03-17 00:00:00,XMR/USDT,189.22,191.54,185.25,187.70,258683.024,48748527.15275,191294
1647388800000,2022-03-16 00:00:00,XMR/USDT,182.95,193.23,181.96,189.22,499383.136,94503404.49420,320647
1647302400000,2022-03-15 00:00:00,XMR/USDT,185.62,191.49,176.34,182.97,582022.456,107825307.79172,345972
1647216000000,2022-03-14 00:00:00,XMR/USDT,175.41,186.46,173.56,185.59,471547.913,85351865.06685,256857
1647129600000,2022-03-13 00:00:00,XMR/USDT,185.10,194.39,173.94,175.41,971071.048,181236646.08202,512193
1647043200000,2022-03-12 00:00:00,XMR/USDT,170.43,187.00,169.25,185.10,711618.721,128307495.90473,391538
1646956800000,2022-03-11 00:00:00,XMR/USDT,178.35,178.40,166.36,170.40,511005.489,87790392.94450,306602
1646870400000,2022-03-10 00:00:00,XMR/USDT,188.30,192.53,165.05,178.36,950795.794,167321116.31914,496716
1646784000000,2022-03-09 00:00:00,XMR/USDT,203.05,208.00,185.37,188.33,1969664.583,390521856.59484,946452
1646697600000,2022-03-08 00:00:00,XMR/USDT,157.65,207.72,156.94,203.03,997490.731,181592163.07117,480737
1646611200000,2022-03-07 00:00:00,XMR/USDT,158.87,162.87,153.08,157.60,306165.152,48444240.75899,173406
1646524800000,2022-03-06 00:00:00,XMR/USDT,165.75,173.48,158.41,158.83,690365.323,115523182.46935,327675
1646438400000,2022-03-05 00:00:00,XMR/USDT,159.63,165.82,155.52,165.73,148036.624,23631060.21348,107106
1646352000000,2022-03-04 00:00:00,XMR/USDT,171.76,179.23,156.00,159.65,331873.330,56024138.56062,199075
1646265600000,2022-03-03 00:00:00,XMR/USDT,177.54,181.13,170.37,171.76,200078.682,35270711.76295,123844
1646179200000,2022-03-02 00:00:00,XMR/USDT,177.52,181.05,172.45,177.59,206443.869,36594473.81889,131992
1646092800000,2022-03-01 00:00:00,XMR/USDT,170.09,179.61,170.05,177.51,223237.458,38982534.35611,145412
1646006400000,2022-02-28 00:00:00,XMR/USDT,150.56,170.44,148.30,170.07,231408.758,36799598.25177,149571
1645920000000,2022-02-27 00:00:00,XMR/USDT,157.67,159.49,148.03,150.54,197222.774,30518097.34534,136165
1645833600000,2022-02-26 00:00:00,XMR/USDT,153.68,159.73,151.50,157.64,155016.017,24088970.40240,121085
1645747200000,2022-02-25 00:00:00,XMR/USDT,146.91,155.86,144.75,153.67,199706.459,29823461.17401,132440
1645660800000,2022-02-24 00:00:00,XMR/USDT,148.61,152.00,131.83,146.90,392602.889,55104348.07925,233582
1645574400000,2022-02-23 00:00:00,XMR/USDT,150.61,155.97,147.77,148.62,198459.049,30180078.79933,112216
1645488000000,2022-02-22 00:00:00,XMR/USDT,147.62,151.29,140.08,150.66,296621.082,43121856.55879,175452
1645401600000,2022-02-21 00:00:00,XMR/USDT,153.61,161.49,146.85,147.62,322594.162,50209693.45997,180608
1645315200000,2022-02-20 00:00:00,XMR/USDT,160.96,161.39,150.85,153.57,170110.895,26311626.48281,126184
1645228800000,2022-02-19 00:00:00,XMR/USDT,159.96,165.32,157.92,160.90,181803.417,29413423.98967,121644
1645142400000,2022-02-18 00:00:00,XMR/USDT,163.46,166.71,158.74,159.96,246511.718,40073463.33375,140882
1645056000000,2022-02-17 00:00:00,XMR/USDT,178.83,180.87,162.65,163.47,234756.015,40545895.74870,175825
1644969600000,2022-02-16 00:00:00,XMR/USDT,182.19,183.76,177.57,178.86,185233.492,33514467.76401,143442
1644883200000,2022-02-15 00:00:00,XMR/USDT,176.07,183.20,174.36,182.18,232458.114,41529200.75405,164819
1644796800000,2022-02-14 00:00:00,XMR/USDT,173.70,177.32,167.60,176.08,206040.999,35641357.60285,142106
1644710400000,2022-02-13 00:00:00,XMR/USDT,173.71,175.16,170.44,173.71,163134.172,28187550.34350,108101
1644624000000,2022-02-12 00:00:00,XMR/USDT,169.03,174.93,163.33,173.73,195749.412,33213832.42390,139714
1644537600000,2022-02-11 00:00:00,XMR/USDT,178.89,181.20,165.63,169.06,188666.784,33195664.20382,144556
1644451200000,2022-02-10 00:00:00,XMR/USDT,185.82,187.22,176.40,178.91,230636.671,42156438.46550,151078
1644364800000,2022-02-09 00:00:00,XMR/USDT,178.52,185.89,175.33,185.82,184328.019,33352337.79714,117619
1644278400000,2022-02-08 00:00:00,XMR/USDT,184.73,187.77,174.33,178.46,267071.349,48311182.33893,175821
1644192000000,2022-02-07 00:00:00,XMR/USDT,173.36,185.18,170.58,184.70,259570.058,46161581.55791,159875
1644105600000,2022-02-06 00:00:00,XMR/USDT,168.23,174.35,166.12,173.35,210187.837,35675048.52971,116185
1644019200000,2022-02-05 00:00:00,XMR/USDT,165.01,170.02,161.49,168.25,290346.735,48258910.61466,149021
1643932800000,2022-02-04 00:00:00,XMR/USDT,146.71,166.25,146.38,164.96,492266.065,77389491.29120,228007
1643846400000,2022-02-03 00:00:00,XMR/USDT,144.61,146.91,140.01,146.73,256815.899,36937527.62862,131052
1643760000000,2022-02-02 00:00:00,XMR/USDT,145.86,150.19,143.43,144.62,249647.709,36662448.72506,146276
1643673600000,2022-02-01 00:00:00,XMR/USDT,146.99,148.07,143.05,145.87,223995.854,32546457.95694,140357
1643587200000,2022-01-31 00:00:00,XMR/USDT,147.59,148.05,140.19,146.99,250075.770,35947149.10259,137733
1643500800000,2022-01-30 00:00:00,XMR/USDT,153.59,154.88,145.55,147.59,194916.789,29467259.70073,117839
1643414400000,2022-01-29 00:00:00,XMR/USDT,148.76,155.26,148.51,153.57,172279.093,26140341.30849,102613
1643328000000,2022-01-28 00:00:00,XMR/USDT,144.46,149.14,140.43,148.77,245980.599,35443467.97576,158351
1643241600000,2022-01-27 00:00:00,XMR/USDT,148.01,149.66,138.69,144.48,307179.551,44206205.53608,183053
1643155200000,2022-01-26 00:00:00,XMR/USDT,144.54,158.70,142.63,148.04,354293.114,52956247.82402,207289
1643068800000,2022-01-25 00:00:00,XMR/USDT,146.68,147.77,139.07,144.47,377966.493,54405641.22644,203753
1642982400000,2022-01-24 00:00:00,XMR/USDT,156.58,156.62,134.14,146.66,471868.057,67710598.71178,241290
1642896000000,2022-01-23 00:00:00,XMR/USDT,151.79,158.58,147.73,156.62,293478.630,44802330.44167,156381
1642809600000,2022-01-22 00:00:00,XMR/USDT,172.45,175.25,139.63,151.72,571773.969,88268822.69140,338948
1642723200000,2022-01-21 00:00:00,XMR/USDT,188.09,192.40,165.79,172.50,471581.535,85110017.10134,304312
1642636800000,2022-01-20 00:00:00,XMR/USDT,201.17,209.58,187.40,188.11,273212.841,55127913.34059,192354
1642550400000,2022-01-19 00:00:00,XMR/USDT,203.59,212.88,198.29,201.19,453692.319,93501967.79181,262346
1642464000000,2022-01-18 00:00:00,XMR/USDT,214.18,218.70,198.89,203.59,365873.059,75075271.66583,234367
1642377600000,2022-01-17 00:00:00,XMR/USDT,223.65,230.45,211.20,214.16,475069.732,105705286.76303,313602
1642291200000,2022-01-16 00:00:00,XMR/USDT,217.13,227.72,212.35,223.64,262154.389,57293210.10429,209107
1642204800000,2022-01-15 00:00:00,XMR/USDT,229.28,230.69,216.42,217.13,242446.956,53975281.53581,177854
1642118400000,2022-01-14 00:00:00,XMR/USDT,223.32,231.64,216.26,229.27,565355.954,125988424.29136,350102
1642032000000,2022-01-13 00:00:00,XMR/USDT,198.62,229.70,197.51,223.36,895838.755,195699237.76351,518458
1641945600000,2022-01-12 00:00:00,XMR/USDT,192.39,200.76,192.11,198.57,197494.383,38865635.93562,140155
1641859200000,2022-01-11 00:00:00,XMR/USDT,182.14,192.94,180.81,192.38,240515.647,44997587.79222,168912
1641772800000,2022-01-10 00:00:00,XMR/USDT,190.64,194.03,178.13,182.12,292673.619,54305623.14297,205294
1641686400000,2022-01-09 00:00:00,XMR/USDT,183.53,194.37,182.47,190.62,271492.569,51577069.34727,169047
1641600000000,2022-01-08 00:00:00,XMR/USDT,194.62,197.46,178.79,183.54,294642.801,55533594.80345,178170
1641513600000,2022-01-07 00:00:00,XMR/USDT,203.86,208.60,191.39,194.60,335713.011,66899908.77332,231585
1641427200000,2022-01-06 00:00:00,XMR/USDT,205.98,206.13,193.28,203.91,266881.776,53222962.45209,184937
1641340800000,2022-01-05 00:00:00,XMR/USDT,221.96,225.16,199.92,206.13,249052.938,53964378.55408,198084
1641254400000,2022-01-04 00:00:00,XMR/USDT,231.28,233.23,219.52,221.93,243287.403,55062029.95725,163050
1641168000000,2022-01-03 00:00:00,XMR/USDT,239.25,239.36,223.23,231.28,288067.820,66910512.92977,195140
1641081600000,2022-01-02 00:00:00,XMR/USDT,250.00,251.74,236.13,239.25,282672.369,69261871.56542,200887
1640995200000,2022-01-01 00:00:00,XMR/USDT,228.54,252.62,228.48,250.01,389958.291,95411731.54454,284304
1640908800000,2021-12-31 00:00:00,XMR/USDT,225.10,235.44,222.77,228.43,326825.960,74922738.23916,236688
1640822400000,2021-12-30 00:00:00,XMR/USDT,214.37,229.14,208.32,225.14,381716.132,84395037.29675,274255
1640736000000,2021-12-29 00:00:00,XMR/USDT,208.40,218.64,202.50,214.35,223247.484,46936974.89727,160781
1640649600000,2021-12-28 00:00:00,XMR/USDT,220.92,221.22,206.78,208.42,287481.532,61900294.08885,204322
1640563200000,2021-12-27 00:00:00,XMR/USDT,216.81,236.38,215.14,220.92,457571.595,104775598.78123,284296
1640476800000,2021-12-26 00:00:00,XMR/USDT,210.79,217.33,205.68,216.80,175477.900,37015283.83524,131482
1640390400000,2021-12-25 00:00:00,XMR/USDT,204.05,218.23,202.77,210.78,258686.239,54889518.43095,169601
1640304000000,2021-12-24 00:00:00,XMR/USDT,209.67,210.35,200.11,204.05,215819.041,44403287.97538,144742
1640217600000,2021-12-23 00:00:00,XMR/USDT,190.38,214.84,187.31,209.64,470004.401,95882805.49383,285809
1640131200000,2021-12-22 00:00:00,XMR/USDT,188.80,194.50,186.09,190.36,272961.178,51974104.20639,172930
1640044800000,2021-12-21 00:00:00,XMR/USDT,188.96,197.77,187.28,188.79,312333.846,59945719.48968,199931
1639958400000,2021-12-20 00:00:00,XMR/USDT,183.75,193.00,179.11,188.94,381722.242,70720933.11621,218480
1639872000000,2021-12-19 00:00:00,XMR/USDT,181.12,185.86,177.80,183.76,160360.780,29192423.67606,118796
1639785600000,2021-12-18 00:00:00,XMR/USDT,181.37,185.66,177.81,181.06,133319.483,24231871.78417,108679
1639699200000,2021-12-17 00:00:00,XMR/USDT,187.10,188.67,176.08,181.39,172286.138,31552138.13100,148191
1639612800000,2021-12-16 00:00:00,XMR/USDT,187.99,199.14,184.69,187.08,256700.031,49056497.04104,189190
1639526400000,2021-12-15 00:00:00,XMR/USDT,186.51,190.66,178.89,187.99,208464.150,38674981.12426,157426
1639440000000,2021-12-14 00:00:00,XMR/USDT,183.75,188.28,179.80,186.51,218324.418,40036268.08990,167891
1639353600000,2021-12-13 00:00:00,XMR/USDT,197.71,198.87,181.03,183.77,299800.857,56771160.11621,200861
1639267200000,2021-12-12 00:00:00,XMR/USDT,198.50,202.03,191.31,197.70,189824.368,37371028.95247,144817
1639180800000,2021-12-11 00:00:00,XMR/USDT,189.45,199.73,186.86,198.43,256550.076,49947230.90015,170892
1639094400000,2021-12-10 00:00:00,XMR/USDT,188.90,197.73,185.30,189.43,347459.445,66722196.77913,234329
1639008000000,2021-12-09 00:00:00,XMR/USDT,209.80,210.58,187.72,188.93,259328.480,51258134.07978,195896
1638921600000,2021-12-08 00:00:00,XMR/USDT,206.79,214.22,200.41,209.79,239319.307,49912384.03351,206509
1638835200000,2021-12-07 00:00:00,XMR/USDT,200.69,208.16,199.28,206.79,230798.690,46943907.37016,190679
1638748800000,2021-12-06 00:00:00,XMR/USDT,201.29,203.75,185.72,200.67,257999.548,50424636.43622,220671
1638662400000,2021-12-05 00:00:00,XMR/USDT,204.35,206.47,192.94,201.21,234445.886,46806326.55848,205844
1638576000000,2021-12-04 00:00:00,XMR/USDT,223.31,225.34,174.52,204.46,452968.978,90366462.49653,301986
1638489600000,2021-12-03 00:00:00,XMR/USDT,239.42,243.99,215.00,223.19,228554.948,53247353.61157,207384
1638403200000,2021-12-02 00:00:00,XMR/USDT,230.75,241.80,225.44,239.42,213311.249,50043010.21918,184961
1638316800000,2021-12-01 00:00:00,XMR/USDT,238.36,243.10,227.25,230.76,209716.944,49547860.98994,189204
1638230400000,2021-11-30 00:00:00,XMR/USDT,235.67,251.63,228.00,238.34,284416.764,68664291.01754,244515
1638144000000,2021-11-29 00:00:00,XMR/USDT,239.10,240.15,233.15,235.66,172350.342,40809630.23712,158696
1638057600000,2021-11-28 00:00:00,XMR/USDT,228.09,239.42,219.77,239.18,210583.199,48426097.69804,196202
1637971200000,2021-11-27 00:00:00,XMR/USDT,226.80,233.76,225.60,228.13,131218.137,30050648.48542,128253
1637884800000,2021-11-26 00:00:00,XMR/USDT,248.50,249.64,217.70,226.83,272439.728,62226307.92441,211682
1637798400000,2021-11-25 00:00:00,XMR/USDT,244.08,251.20,241.56,248.48,198498.699,48862910.87210,168272
1637712000000,2021-11-24 00:00:00,XMR/USDT,237.43,247.23,233.19,244.09,260848.308,63021551.71222,223438
1637625600000,2021-11-23 00:00:00,XMR/USDT,231.78,239.47,225.50,237.45,163987.384,38044493.15919,166279
1637539200000,2021-11-22 00:00:00,XMR/USDT,250.48,251.29,228.94,231.79,186021.757,44411926.59043,181727
1637452800000,2021-11-21 00:00:00,XMR/USDT,247.10,253.81,241.93,250.37,131141.243,32403902.67072,148263
1637366400000,2021-11-20 00:00:00,XMR/USDT,238.43,251.94,237.00,247.09,169347.492,41515483.98261,195746
1637280000000,2021-11-19 00:00:00,XMR/USDT,226.45,239.72,224.32,238.44,175113.683,40782636.44326,171142
1637193600000,2021-11-18 00:00:00,XMR/USDT,241.87,244.47,224.00,226.50,252923.994,59233193.40575,233726
1637107200000,2021-11-17 00:00:00,XMR/USDT,240.89,244.52,230.59,241.93,195408.401,46579921.25875,207318
1637020800000,2021-11-16 00:00:00,XMR/USDT,268.23,268.50,230.19,240.88,387683.590,95703107.45193,316994
1636934400000,2021-11-15 00:00:00,XMR/USDT,275.00,279.37,265.15,268.20,193690.578,53045554.07575,185742
1636848000000,2021-11-14 00:00:00,XMR/USDT,270.92,282.20,266.75,274.98,178878.867,49079405.52820,185311
